c_custkey,c_name,c_address,c_city,c_nation,c_region,c_phone,c_mktsegment
8405,Customer#000008405,Ebl5eb,MOZAMBIQU3,MOZAMBIQUE,AFRICA,26-549-465-3395,AUTOMOBILE
8406,Customer#000008406,0sN08sknY6ljTRsjJuWf,CHINA    8,CHINA,ASIA,28-150-976-5661,MACHINERY
8407,Customer#000008407,"ALorSgRZ2U5ss6ZLClme,eX",BRAZIL   4,BRAZIL,AMERICA,12-401-923-5765,FURNITURE
8408,Customer#000008408,756bU BEEg6qeHEc,ALGERIA  5,ALGERIA,AFRICA,10-661-104-1085,BUILDING
8409,Customer#000008409,dYeIOjeJNGJXK8lH2,KENYA    7,KENYA,AFRICA,24-877-816-9732,HOUSEHOLD
8410,Customer#000008410,B yZipxVDAtUnwr6CMzi2,UNITED KI6,UNITED KINGDOM,EUROPE,33-419-361-2366,AUTOMOBILE
8411,Customer#000008411,AwCtLZStNMWwm3Xaxxdkz,JORDAN   9,JORDAN,MIDDLE EAST,23-330-685-5116,MACHINERY
8412,Customer#000008412,QwJ69ZgKw5pojsoo,KENYA    9,KENYA,AFRICA,24-785-956-6067,FURNITURE
8413,Customer#000008413,k5Jahq,VIETNAM  8,VIETNAM,ASIA,31-212-246-2638,HOUSEHOLD
8414,Customer#000008414,"v8d,34dKhbTKh3vQqPE",ETHIOPIA 5,ETHIOPIA,AFRICA,15-946-981-4871,FURNITURE
8415,Customer#000008415,UZhTlWqtVJcsa4,CANADA   7,CANADA,AMERICA,13-616-395-1811,FURNITURE
8416,Customer#000008416,"jWVGbRlH,VfkwlHqdAp3",VIETNAM  8,VIETNAM,ASIA,31-736-319-3254,AUTOMOBILE
8417,Customer#000008417,CcAMny6jvtxarh6,GERMANY  7,GERMANY,EUROPE,17-433-263-1721,MACHINERY
8418,Customer#000008418,stQlVLr7aX,PERU     3,PERU,AMERICA,27-355-998-6710,MACHINERY
8419,Customer#000008419,wsPR91KF6rxF,INDIA    9,INDIA,ASIA,18-764-792-5812,MACHINERY
8420,Customer#000008420,"Tay,bJgm",INDIA    7,INDIA,ASIA,18-285-509-5142,AUTOMOBILE
8421,Customer#000008421,vp6Hoyef4A4iPV,ALGERIA  6,ALGERIA,AFRICA,10-683-535-9855,AUTOMOBILE
8422,Customer#000008422," yaV,nyZA3odM9F",GERMANY  1,GERMANY,EUROPE,17-845-460-9829,BUILDING
8423,Customer#000008423,AcpqO1NSeoDpNqEmHDEU,ETHIOPIA 4,ETHIOPIA,AFRICA,15-328-350-3316,FURNITURE
8424,Customer#000008424,QCeHjHSYO3XeIX3FRIaWZ,EGYPT    9,EGYPT,MIDDLE EAST,14-424-744-7134,MACHINERY
8425,Customer#000008425,MM7ch8uue6EjUz3BZmu7v,JAPAN    6,JAPAN,ASIA,22-552-594-2938,AUTOMOBILE
8426,Customer#000008426,"kNou7xM4,",ETHIOPIA 0,ETHIOPIA,AFRICA,15-496-967-5432,AUTOMOBILE
8427,Customer#000008427,NiIbONPyz7Z5,CANADA   7,CANADA,AMERICA,13-828-425-1670,BUILDING
8428,Customer#000008428,IjFwYCcu6cUM3 SJx,JORDAN   8,JORDAN,MIDDLE EAST,23-113-828-8933,BUILDING
8429,Customer#000008429,h25eFiopcnzeTsT9YQMC6o,IRAN     5,IRAN,MIDDLE EAST,20-857-988-5246,BUILDING
8430,Customer#000008430,"R AkrYoKnWZP3unfUd,mj1",ALGERIA  8,ALGERIA,AFRICA,10-360-843-9861,FURNITURE
8431,Customer#000008431,ZYSKEr,INDIA    8,INDIA,ASIA,18-534-970-1971,BUILDING
8432,Customer#000008432,pF7vaKwdlNd,CANADA   3,CANADA,AMERICA,13-496-394-2994,BUILDING
8433,Customer#000008433,pJbsAmS6bcGeNSTcRJC1,INDIA    6,INDIA,ASIA,18-882-603-1619,BUILDING
8434,Customer#000008434,euq5X6IUF,ROMANIA  7,ROMANIA,EUROPE,29-906-160-3485,AUTOMOBILE
8435,Customer#000008435,Guzw7BYb5RqTv8c2g,VIETNAM  1,VIETNAM,ASIA,31-754-147-2880,MACHINERY
8436,Customer#000008436,zwWII7AxBTH8sXcGT,GERMANY  8,GERMANY,EUROPE,17-343-426-7884,MACHINERY
8437,Customer#000008437,9BJasA2Ai5pd8Yho8SRbX,EGYPT    2,EGYPT,MIDDLE EAST,14-922-278-8665,HOUSEHOLD
8438,Customer#000008438,2pzLMC56u5,UNITED ST9,UNITED STATES,AMERICA,34-281-528-1481,AUTOMOBILE
8439,Customer#000008439,JUJICPOVSqPjY,ETHIOPIA 8,ETHIOPIA,AFRICA,15-651-453-4211,BUILDING
8440,Customer#000008440,gN8x7uq6afGujqAgZuM,ROMANIA  5,ROMANIA,EUROPE,29-613-105-7816,HOUSEHOLD
8441,Customer#000008441,Hw2MaUomakpdAYEDUyRFif,ROMANIA  8,ROMANIA,EUROPE,29-815-467-3887,HOUSEHOLD
8442,Customer#000008442,vrIN55UeT7dwKe0HUO,FRANCE   9,FRANCE,EUROPE,16-437-142-7052,BUILDING
8443,Customer#000008443,kVLCgiXxtVViv,UNITED KI5,UNITED KINGDOM,EUROPE,33-923-518-7776,BUILDING
8444,Customer#000008444,wV65CGUIqJrF5cFkNazc,RUSSIA   4,RUSSIA,EUROPE,32-438-902-7937,AUTOMOBILE
8445,Customer#000008445,GQ45nRxIUQOtmz6x9,IRAN     6,IRAN,MIDDLE EAST,20-687-515-7027,AUTOMOBILE
8446,Customer#000008446,SNKfJpD,SAUDI ARA6,SAUDI ARABIA,MIDDLE EAST,30-263-856-5073,HOUSEHOLD
8447,Customer#000008447,"nIe0B,0Gm6rIfVG",JORDAN   4,JORDAN,MIDDLE EAST,23-622-432-7361,AUTOMOBILE
8448,Customer#000008448,Fa6RkF9rd,JORDAN   4,JORDAN,MIDDLE EAST,23-474-419-8717,BUILDING
8449,Customer#000008449,COUKGPzzQLckld0KrDoI,JAPAN    9,JAPAN,ASIA,22-594-806-7633,BUILDING
8450,Customer#000008450,IMJqOV90NLr2G6r3T9gQ,UNITED ST0,UNITED STATES,AMERICA,34-844-164-1994,AUTOMOBILE
8451,Customer#000008451,pE6N2f,MOZAMBIQU4,MOZAMBIQUE,AFRICA,26-869-200-4408,AUTOMOBILE
8452,Customer#000008452,xjGPbF,FRANCE   3,FRANCE,EUROPE,16-608-832-7560,MACHINERY
8453,Customer#000008453,IlPr2qxKdnMALV,EGYPT    8,EGYPT,MIDDLE EAST,14-483-496-4053,BUILDING
8454,Customer#000008454,"g59,mVr2",ARGENTINA6,ARGENTINA,AMERICA,11-552-327-8158,FURNITURE
8455,Customer#000008455,amhl18yjZT,CANADA   4,CANADA,AMERICA,13-794-739-2266,MACHINERY
8456,Customer#000008456,Yc4BNZeCpF,CHINA    9,CHINA,ASIA,28-541-681-6952,HOUSEHOLD
8457,Customer#000008457,yzOtAA2UdRMMlZU6Q3,VIETNAM  5,VIETNAM,ASIA,31-974-531-6671,FURNITURE
8458,Customer#000008458,9BFCQvO7z3uszmX6,IRAQ     7,IRAQ,MIDDLE EAST,21-695-648-8063,FURNITURE
8459,Customer#000008459,5Wv71Ezlg,UNITED KI1,UNITED KINGDOM,EUROPE,33-938-846-5944,FURNITURE
8460,Customer#000008460,TqGRWWyw4k8tOZG6VBVUN,VIETNAM  3,VIETNAM,ASIA,31-714-403-1476,HOUSEHOLD
8461,Customer#000008461,Xg 6WPQttU ww7EBAaFN56o2,BRAZIL   3,BRAZIL,AMERICA,12-157-726-6547,BUILDING
8462,Customer#000008462,XXcwvwPpE1T2FWvD1quGS,INDIA    6,INDIA,ASIA,18-751-204-1299,MACHINERY
8463,Customer#000008463,YRzA3QnR,ETHIOPIA 2,ETHIOPIA,AFRICA,15-520-548-8685,MACHINERY
8464,Customer#000008464,"wk3Zb3TXpk,8A1G",MOZAMBIQU4,MOZAMBIQUE,AFRICA,26-807-461-6762,FURNITURE
8465,Customer#000008465,My4eEJ99bJ4MqgLsPbACh,SAUDI ARA8,SAUDI ARABIA,MIDDLE EAST,30-483-565-7980,HOUSEHOLD
8466,Customer#000008466,uS3 sTxsO18,KENYA    4,KENYA,AFRICA,24-802-863-6706,AUTOMOBILE
8467,Customer#000008467,c4ifmfsch7mUcqPfKFLck,CANADA   0,CANADA,AMERICA,13-474-228-6517,AUTOMOBILE
8468,Customer#000008468,Xgs2Hdq,UNITED ST8,UNITED STATES,AMERICA,34-954-494-4206,MACHINERY
8469,Customer#000008469,W7jW7x,JAPAN    9,JAPAN,ASIA,22-675-224-6242,HOUSEHOLD
8470,Customer#000008470,xTynj9dF9cIizFXcC8qaFl,SAUDI ARA5,SAUDI ARABIA,MIDDLE EAST,30-168-288-2873,AUTOMOBILE
8471,Customer#000008471,QLH4P8pc7,RUSSIA   3,RUSSIA,EUROPE,32-873-522-4798,AUTOMOBILE
8472,Customer#000008472,XOW5swe7uqOGMWpAmCPwcl,MOZAMBIQU6,MOZAMBIQUE,AFRICA,26-840-834-5219,HOUSEHOLD
8473,Customer#000008473,",fVF,1HYBtmS",INDIA    5,INDIA,ASIA,18-295-863-7457,MACHINERY
8474,Customer#000008474,8pglITwS3EnBrCR,KENYA    1,KENYA,AFRICA,24-794-231-9785,AUTOMOBILE
8475,Customer#000008475,SPMyZQnNavfvgN9xOX7I,MOROCCO  7,MOROCCO,AFRICA,25-252-940-1625,FURNITURE
8476,Customer#000008476,"S Lt8bXx,ZfM4F",UNITED ST9,UNITED STATES,AMERICA,34-874-256-3784,AUTOMOBILE
8477,Customer#000008477,"jANhXfsyVz8PCFxXAFY,NNiX",ROMANIA  5,ROMANIA,EUROPE,29-299-462-3435,AUTOMOBILE
8478,Customer#000008478,nbmXrmZ1 4Mcr2iSXQ,UNITED KI3,UNITED KINGDOM,EUROPE,33-787-127-4146,MACHINERY
8479,Customer#000008479,0MEo06W40abUVcqtIXYRsb,UNITED ST9,UNITED STATES,AMERICA,34-814-855-9165,HOUSEHOLD
8480,Customer#000008480,QyOZL5P2iY5eZwdMu,GERMANY  9,GERMANY,EUROPE,17-211-470-2439,HOUSEHOLD
8481,Customer#000008481,ucTIvmrj09b4PIJ,KENYA    5,KENYA,AFRICA,24-470-758-5266,HOUSEHOLD
8482,Customer#000008482,b4R7tsw27SrdozpbAKFp,INDIA    5,INDIA,ASIA,18-182-879-2252,FURNITURE
8483,Customer#000008483,Chdg5RBd,MOZAMBIQU2,MOZAMBIQUE,AFRICA,26-381-411-5451,AUTOMOBILE
8484,Customer#000008484,f5FMIn78ybG051KF,MOROCCO  5,MOROCCO,AFRICA,25-729-297-2849,MACHINERY
8485,Customer#000008485,INbaAFj,IRAN     6,IRAN,MIDDLE EAST,20-398-346-7293,AUTOMOBILE
8486,Customer#000008486,"qLxL3z3KLX,oelyPe",IRAQ     0,IRAQ,MIDDLE EAST,21-995-213-3253,AUTOMOBILE
8487,Customer#000008487,"kZqca6by,39whCxLziAghP",FRANCE   3,FRANCE,EUROPE,16-133-342-1577,AUTOMOBILE
8488,Customer#000008488,"a,tEN03R1D77",ROMANIA  3,ROMANIA,EUROPE,29-582-745-4783,FURNITURE
8489,Customer#000008489,"kflEwagE86,1k986",JORDAN   7,JORDAN,MIDDLE EAST,23-151-551-6005,AUTOMOBILE
8490,Customer#000008490,Uqv46vZgn5cdbGwEgSbFQoRs,BRAZIL   5,BRAZIL,AMERICA,12-979-663-8497,HOUSEHOLD
8491,Customer#000008491,EHWcF p9hFEjp,VIETNAM  0,VIETNAM,ASIA,31-562-610-1209,HOUSEHOLD
8492,Customer#000008492,597vl8HxctM bz4vcBPNtcsq,JAPAN    5,JAPAN,ASIA,22-107-562-7416,HOUSEHOLD
8493,Customer#000008493,580EHDPaw3S,UNITED ST2,UNITED STATES,AMERICA,34-274-817-9025,BUILDING
8494,Customer#000008494,2enn24PAi5Bk,UNITED ST7,UNITED STATES,AMERICA,34-341-286-5748,BUILDING
8495,Customer#000008495,F3RFodYVpr9,MOROCCO  6,MOROCCO,AFRICA,25-929-141-3154,MACHINERY
8496,Customer#000008496,hrlxm WG1cC3CSehlAMI,JORDAN   0,JORDAN,MIDDLE EAST,23-932-858-6475,HOUSEHOLD
8497,Customer#000008497,WtnxdHcOpQo akaNKmzQlxv,INDONESIA8,INDONESIA,ASIA,19-353-712-8895,HOUSEHOLD
8498,Customer#000008498,mrzOf8i sGkfnXqt4SV,CHINA    6,CHINA,ASIA,28-224-858-5944,AUTOMOBILE
8499,Customer#000008499,"d,soBZ0t ",BRAZIL   8,BRAZIL,AMERICA,12-301-915-7642,MACHINERY
8500,Customer#000008500,33PTzti,MOROCCO  7,MOROCCO,AFRICA,25-107-507-7649,AUTOMOBILE
8501,Customer#000008501,UTUQLX cQr,ARGENTINA1,ARGENTINA,AMERICA,11-303-686-3557,AUTOMOBILE
8502,Customer#000008502,oBTLlAoDvoOefBqEESE,INDONESIA1,INDONESIA,ASIA,19-671-113-6384,FURNITURE
8503,Customer#000008503,"sLzZYd87wS63,Kh416",JAPAN    9,JAPAN,ASIA,22-535-499-3568,MACHINERY
8504,Customer#000008504,CZbda0cE4d,CANADA   9,CANADA,AMERICA,13-843-959-8896,FURNITURE
8505,Customer#000008505,3TOViX56didT3W,GERMANY  0,GERMANY,EUROPE,17-423-788-6809,FURNITURE
8506,Customer#000008506,"DV58W,qF9adGkzK",UNITED ST9,UNITED STATES,AMERICA,34-788-642-1780,HOUSEHOLD
8507,Customer#000008507,WEkY7AofWTlh15d,SAUDI ARA6,SAUDI ARABIA,MIDDLE EAST,30-336-249-8098,FURNITURE
8508,Customer#000008508,"UtpwjLbU,wX",ROMANIA  4,ROMANIA,EUROPE,29-367-301-5023,MACHINERY
8509,Customer#000008509,"ENfQwEOZ5,",INDONESIA2,INDONESIA,ASIA,19-788-770-8302,HOUSEHOLD
8510,Customer#000008510,l OkevCbNU,GERMANY  3,GERMANY,EUROPE,17-791-712-1782,AUTOMOBILE
8511,Customer#000008511,"3jDpUAJzAU,Kw9RNWsSWi2p",ROMANIA  1,ROMANIA,EUROPE,29-925-407-4844,BUILDING
8512,Customer#000008512,"eHSi6stYu5CN,t5iJ5r8zd,W",BRAZIL   2,BRAZIL,AMERICA,12-640-358-8039,MACHINERY
8513,Customer#000008513,RbnV78yCuKA7R,RUSSIA   5,RUSSIA,EUROPE,32-196-629-3071,MACHINERY
8514,Customer#000008514,W6y5SZw9,ARGENTINA7,ARGENTINA,AMERICA,11-830-843-1032,MACHINERY
8515,Customer#000008515,"Q,aVRgG3",KENYA    3,KENYA,AFRICA,24-723-716-2594,HOUSEHOLD
8516,Customer#000008516,YvkyWC9nQMja,FRANCE   7,FRANCE,EUROPE,16-565-530-4844,HOUSEHOLD
8517,Customer#000008517,hGOdLhwDYU,IRAQ     6,IRAQ,MIDDLE EAST,21-905-433-1481,HOUSEHOLD
8518,Customer#000008518,uC7pIInhvvlJFa,CHINA    5,CHINA,ASIA,28-342-731-5801,MACHINERY
8519,Customer#000008519,"vTfIvXlWAzA8,2YNEChrJ4g",VIETNAM  9,VIETNAM,ASIA,31-805-547-9163,MACHINERY
8520,Customer#000008520,"EHg,Ya2YUKo",JAPAN    8,JAPAN,ASIA,22-113-216-3444,AUTOMOBILE
8521,Customer#000008521,1JjjR1Tqv81wHaOTif,BRAZIL   0,BRAZIL,AMERICA,12-528-512-7223,HOUSEHOLD
8522,Customer#000008522,E1luqBK zixdh6XIj,IRAQ     1,IRAQ,MIDDLE EAST,21-713-936-5686,AUTOMOBILE
8523,Customer#000008523,"TwWDagGT 2l,Cv ZMFZH3IEk",PERU     1,PERU,AMERICA,27-518-193-8570,HOUSEHOLD
8524,Customer#000008524,cOPxSy9NLj,IRAN     0,IRAN,MIDDLE EAST,20-829-276-2621,MACHINERY
8525,Customer#000008525,WK8muxLzj76UpjxZqxPJ9,CANADA   1,CANADA,AMERICA,13-623-735-4019,BUILDING
8526,Customer#000008526,IiSd 1,INDONESIA5,INDONESIA,ASIA,19-222-879-8742,FURNITURE
8527,Customer#000008527,PjvebJjc0az,BRAZIL   8,BRAZIL,AMERICA,12-608-190-3503,BUILDING
8528,Customer#000008528,sN2on17c4GYK78p1O,JAPAN    0,JAPAN,ASIA,22-302-329-1940,BUILDING
8529,Customer#000008529,3wlkmCxjqRpTwYQXrV5I46,VIETNAM  2,VIETNAM,ASIA,31-357-769-2511,HOUSEHOLD
8530,Customer#000008530,leatyNRWCnfTMnTNu,MOROCCO  8,MOROCCO,AFRICA,25-142-875-2721,MACHINERY
8531,Customer#000008531,LqUS5B2y7q22qXKT0fowRS,GERMANY  4,GERMANY,EUROPE,17-651-597-3355,AUTOMOBILE
8532,Customer#000008532,jBrIJqCCFsEnu9XHe,PERU     5,PERU,AMERICA,27-730-846-1320,MACHINERY
8533,Customer#000008533,AlmUZADZo6YskD9,ALGERIA  7,ALGERIA,AFRICA,10-698-276-8570,BUILDING
8534,Customer#000008534,6dWfGHZJ4zMshdLL,INDIA    9,INDIA,ASIA,18-960-584-2934,HOUSEHOLD
8535,Customer#000008535,dhATWNCa38ZblqSMWY,RUSSIA   7,RUSSIA,EUROPE,32-215-879-2961,AUTOMOBILE
8536,Customer#000008536,jBLu58mrHg8Mf134N,PERU     1,PERU,AMERICA,27-356-636-6414,AUTOMOBILE
8537,Customer#000008537,zDiHIowphaHj51vLaTol8,GERMANY  0,GERMANY,EUROPE,17-519-909-6814,FURNITURE
8538,Customer#000008538,fdJQ7xMnUHxLfieJa,EGYPT    7,EGYPT,MIDDLE EAST,14-947-921-4171,AUTOMOBILE
8539,Customer#000008539,"wKIL,k,mXh02dU1Th8dlW",FRANCE   9,FRANCE,EUROPE,16-569-348-1416,AUTOMOBILE
8540,Customer#000008540,jGrjnoV79LHqRX,CHINA    5,CHINA,ASIA,28-317-508-7579,MACHINERY
8541,Customer#000008541,F7yLB7R9gjLfx9SHVNU Q,ALGERIA  9,ALGERIA,AFRICA,10-203-963-2467,AUTOMOBILE
8542,Customer#000008542,zvJuLN3w3lZI3oa4at,MOROCCO  0,MOROCCO,AFRICA,25-601-664-9135,MACHINERY
8543,Customer#000008543,LMg90RSVk0T9xLQ,JORDAN   4,JORDAN,MIDDLE EAST,23-461-230-9447,MACHINERY
8544,Customer#000008544,LepSLw3N2zpgRBKVRbN,SAUDI ARA7,SAUDI ARABIA,MIDDLE EAST,30-559-940-4082,BUILDING
8545,Customer#000008545,WOanE7zco3w,RUSSIA   4,RUSSIA,EUROPE,32-162-591-3206,BUILDING
8546,Customer#000008546,1KHQypVMR39,MOROCCO  0,MOROCCO,AFRICA,25-150-616-3298,HOUSEHOLD
8547,Customer#000008547,JJIYe2kaPLnYj0igbpUfFVr2,MOZAMBIQU8,MOZAMBIQUE,AFRICA,26-236-946-8014,MACHINERY
8548,Customer#000008548,"L7AKH3FnY2U,y",UNITED KI2,UNITED KINGDOM,EUROPE,33-567-277-5834,HOUSEHOLD
8549,Customer#000008549,NaR3HSFa6B,FRANCE   5,FRANCE,EUROPE,16-614-474-2894,BUILDING
8550,Customer#000008550,vUo2PYEzovzivWEFZ2m5zik,FRANCE   7,FRANCE,EUROPE,16-764-324-8866,MACHINERY
8551,Customer#000008551,1iUDXk4,JAPAN    3,JAPAN,ASIA,22-834-147-4906,BUILDING
8552,Customer#000008552,r4kc8 ynFpAgRb5vNYlFL1,JORDAN   0,JORDAN,MIDDLE EAST,23-564-100-6999,HOUSEHOLD
8553,Customer#000008553,"TWOw,KPPB1WA4VV7A6c",KENYA    2,KENYA,AFRICA,24-911-142-1112,BUILDING
8554,Customer#000008554,QdSWzkBjxY,UNITED ST8,UNITED STATES,AMERICA,34-884-890-7491,BUILDING
8555,Customer#000008555,I6SO7LB3c4QfQ6VPxj9oeg,ARGENTINA0,ARGENTINA,AMERICA,11-389-660-5072,FURNITURE
8556,Customer#000008556,Y75anGj,UNITED KI0,UNITED KINGDOM,EUROPE,33-728-619-7839,AUTOMOBILE
8557,Customer#000008557,AUfvn2ns8f LBfN1,UNITED KI3,UNITED KINGDOM,EUROPE,33-940-158-5118,MACHINERY
8558,Customer#000008558,O75JWVv632yX vX84ov8BA,CANADA   7,CANADA,AMERICA,13-241-684-6839,BUILDING
8559,Customer#000008559,"2hf,Sp",GERMANY  4,GERMANY,EUROPE,17-717-104-7923,BUILDING
8560,Customer#000008560,"Dn,cLhHmlzRH3VXSlSxNb6",JORDAN   0,JORDAN,MIDDLE EAST,23-498-321-2468,FURNITURE
8561,Customer#000008561,x5nIznBF9t8x2,VIETNAM  5,VIETNAM,ASIA,31-637-601-2479,FURNITURE
8562,Customer#000008562,PHzDQ1YgSI0Oa5c5xpmxM,IRAN     7,IRAN,MIDDLE EAST,20-264-394-9942,FURNITURE
8563,Customer#000008563,"fv8BcZQ2,MD",UNITED ST5,UNITED STATES,AMERICA,34-593-986-9214,BUILDING
8564,Customer#000008564, mvU8vtwoMwwyPqQI7irh,KENYA    0,KENYA,AFRICA,24-972-290-6078,MACHINERY
8565,Customer#000008565,"Mpmu08nadym,1sJ,cAe30W",UNITED ST2,UNITED STATES,AMERICA,34-713-722-8832,BUILDING
8566,Customer#000008566,JRUD8L,EGYPT    5,EGYPT,MIDDLE EAST,14-925-112-3596,AUTOMOBILE
8567,Customer#000008567,8UoONqf5elowh2ABae3,MOROCCO  9,MOROCCO,AFRICA,25-692-483-1035,HOUSEHOLD
8568,Customer#000008568,gPVflE4Nu7DYyK 4yD62L,ARGENTINA7,ARGENTINA,AMERICA,11-837-470-7224,MACHINERY
8569,Customer#000008569,jCfywDPrN0iUqD,IRAQ     9,IRAQ,MIDDLE EAST,21-639-689-3222,AUTOMOBILE
8570,Customer#000008570,2WT LTInwCbuhP,IRAN     9,IRAN,MIDDLE EAST,20-848-133-6929,MACHINERY
8571,Customer#000008571,1zmZs3n6jVrcgGItCMEU,JAPAN    7,JAPAN,ASIA,22-918-670-3268,FURNITURE
8572,Customer#000008572,kwSoTTn8oaq,CHINA    4,CHINA,ASIA,28-446-623-3509,AUTOMOBILE
8573,Customer#000008573,hZwnuYz2kMEgOH,INDONESIA2,INDONESIA,ASIA,19-295-102-6784,BUILDING
8574,Customer#000008574,iSNdP63lDiT2wKs5Wj,ETHIOPIA 6,ETHIOPIA,AFRICA,15-774-610-3132,AUTOMOBILE
8575,Customer#000008575,7bdFUSk EVQKz2VG1EUQN,INDIA    0,INDIA,ASIA,18-967-563-2096,BUILDING
8576,Customer#000008576,vgPqlQDlhQAzm9sB6s2,MOROCCO  6,MOROCCO,AFRICA,25-362-783-7449,AUTOMOBILE
8577,Customer#000008577,"Ix zJfjid,P9W0VIIfJ8Cp",CHINA    8,CHINA,ASIA,28-272-975-2918,MACHINERY
8578,Customer#000008578,wHp6SyTR5NNiWfwWd4sR,VIETNAM  9,VIETNAM,ASIA,31-133-277-4712,MACHINERY
8579,Customer#000008579,"eN5,30698IT9ac",CHINA    2,CHINA,ASIA,28-803-863-5135,MACHINERY
8580,Customer#000008580,beL0tx,GERMANY  3,GERMANY,EUROPE,17-114-929-1672,BUILDING
8581,Customer#000008581,jW2 On,ETHIOPIA 6,ETHIOPIA,AFRICA,15-367-735-9505,HOUSEHOLD
8582,Customer#000008582,MhdEJSYSt7Q,FRANCE   6,FRANCE,EUROPE,16-575-362-5084,BUILDING
8583,Customer#000008583,lP4 wBUaIxCNt9t rmJ,KENYA    0,KENYA,AFRICA,24-762-521-5255,FURNITURE
8584,Customer#000008584,1AdZiQjRvfpBjKPrr84OxWs1,IRAN     3,IRAN,MIDDLE EAST,20-240-544-4318,BUILDING
8585,Customer#000008585,a0V4JDw0saNYS919r3889Ec,FRANCE   3,FRANCE,EUROPE,16-511-810-4216,FURNITURE
8586,Customer#000008586,F9SjeYh,MOROCCO  1,MOROCCO,AFRICA,25-162-125-3196,HOUSEHOLD
8587,Customer#000008587,"UyK8l6iPYFOYXHfB,aZA3y3U",INDIA    4,INDIA,ASIA,18-304-924-8087,HOUSEHOLD
8588,Customer#000008588,"UqWM,AMkGg4hFsx3RCvIu",EGYPT    5,EGYPT,MIDDLE EAST,14-737-571-1502,FURNITURE
8589,Customer#000008589,xjNKucZz,UNITED KI1,UNITED KINGDOM,EUROPE,33-857-676-4328,MACHINERY
8590,Customer#000008590, OsggBnGXfTs1x7y564M,ROMANIA  7,ROMANIA,EUROPE,29-433-398-9404,AUTOMOBILE
8591,Customer#000008591,yKNMwhg,BRAZIL   9,BRAZIL,AMERICA,12-937-503-4151,AUTOMOBILE
8592,Customer#000008592,WAFsVSweQYnapR WHN98GaO,GERMANY  3,GERMANY,EUROPE,17-520-985-2786,FURNITURE
8593,Customer#000008593,ilgANKh6 ,PERU     1,PERU,AMERICA,27-429-812-9783,MACHINERY
8594,Customer#000008594,uJabkZPOI0zat5ZIHZI,BRAZIL   1,BRAZIL,AMERICA,12-392-266-4421,MACHINERY
8595,Customer#000008595,aJImKzDS0R9JVhuBWGjOJ,FRANCE   6,FRANCE,EUROPE,16-401-405-4306,AUTOMOBILE
8596,Customer#000008596,Uo6Ju4zQfspEbS,CANADA   7,CANADA,AMERICA,13-373-656-6175,AUTOMOBILE
8597,Customer#000008597,A6xujw677OnBYpgG3,IRAN     1,IRAN,MIDDLE EAST,20-806-590-3956,BUILDING
8598,Customer#000008598,TSu2YmgAUmHOEBGh16IO,BRAZIL   3,BRAZIL,AMERICA,12-114-518-5606,HOUSEHOLD
8599,Customer#000008599,Jc7aDqmuDSiWhVA,KENYA    9,KENYA,AFRICA,24-197-118-1001,FURNITURE
8600,Customer#000008600,b0hGjoP6Z6Wo Lv7Kd ,BRAZIL   6,BRAZIL,AMERICA,12-406-743-4776,HOUSEHOLD
8601,Customer#000008601,qwnxh6O1 hHghkc5HQ0v,JORDAN   7,JORDAN,MIDDLE EAST,23-897-881-3616,FURNITURE
8602,Customer#000008602,Wbs2bUc1TIaJz3i8EJp S1Q,PERU     6,PERU,AMERICA,27-129-723-8381,MACHINERY
8603,Customer#000008603,KK3A7cKHVkezsV,MOROCCO  5,MOROCCO,AFRICA,25-346-572-4101,FURNITURE
8604,Customer#000008604,7XTOA9zPIts,INDONESIA4,INDONESIA,ASIA,19-266-319-5479,HOUSEHOLD
8605,Customer#000008605,fBEozKQTjuP7DOTywvIY,INDONESIA2,INDONESIA,ASIA,19-506-887-7202,MACHINERY
8606,Customer#000008606,pGuM1bUm,ETHIOPIA 9,ETHIOPIA,AFRICA,15-705-925-8399,MACHINERY
8607,Customer#000008607,qRO bAYkHKH VPxxCW1f,JAPAN    6,JAPAN,ASIA,22-226-354-1852,BUILDING
8608,Customer#000008608,Z1QTcxu,ARGENTINA9,ARGENTINA,AMERICA,11-357-516-6670,AUTOMOBILE
8609,Customer#000008609,Y3w6bgyLdor9O45av,BRAZIL   3,BRAZIL,AMERICA,12-904-229-8486,FURNITURE
8610,Customer#000008610,VOY9fs,VIETNAM  5,VIETNAM,ASIA,31-169-495-2817,FURNITURE
8611,Customer#000008611,HX BgTDYL2O,EGYPT    2,EGYPT,MIDDLE EAST,14-669-594-7749,FURNITURE
8612,Customer#000008612,9jLYBrL,INDONESIA1,INDONESIA,ASIA,19-532-334-1844,MACHINERY
8613,Customer#000008613,DoyNSQyNzTl0qJZ,ROMANIA  0,ROMANIA,EUROPE,29-521-566-4817,MACHINERY
8614,Customer#000008614,UhNM4ypTaJse,EGYPT    0,EGYPT,MIDDLE EAST,14-911-595-8988,AUTOMOBILE
8615,Customer#000008615,",bFVntZ",ETHIOPIA 3,ETHIOPIA,AFRICA,15-886-287-5329,MACHINERY
8616,Customer#000008616,6ZoD8F,EGYPT    2,EGYPT,MIDDLE EAST,14-350-834-7160,BUILDING
8617,Customer#000008617,8gGatIwo usbSw ZLt,IRAN     4,IRAN,MIDDLE EAST,20-642-393-4680,HOUSEHOLD
